t,st,rps_all,rps_solar,rps_wind
2036,NV,0.443594204,0,0
2037,NV,0.443711401,0,0
2038,NV,0.44383642,0,0
2039,NV,0.443963292,0,0
2040,NV,0.444082784,0,0
2041,NV,0.44420554,0,0
2042,NV,0.444334679,0,0
2043,NV,0.444465198,0,0
2044,NV,0.444586794,0,0
2045,NV,0.444706145,0,0
2046,NV,0.444820532,0,0
2047,NV,0.444933816,0,0
2048,NV,0.445035859,0,0
2049,NV,0.445148997,0,0
2050,NV,0.445267319,0,0
2010,NY,0.0136,0,0
2011,NY,0.0256,0,0
2012,NY,0.0377,0,0
2013,NY,0.0377,0,0
2014,NY,0.05,0,0
2015,NY,0.071400106,0,0
2016,NY,0.071745261,0,0
2017,NY,0.291532455,0,0
2018,NY,0.290315769,0,0
2019,NY,0.306901745,0,0
2020,NY,0.340468248,0,0
2021,NY,0.355454539,0,0
2022,NY,0.391949729,0,0
2023,NY,0.428276372,0,0
2024,NY,0.466841506,0,0
2025,NY,0.505190161,0,0
2026,NY,0.544792243,0,0
2027,NY,0.585025667,0,0
2028,NY,0.624160132,0,0
2029,NY,0.662709914,0,0
2030,NY,0.7,0,0
2031,NY,0.7,0,0
2032,NY,0.7,0,0
2033,NY,0.7,0,0
2034,NY,0.7,0,0
2035,NY,0.7,0,0
2036,NY,0.7,0,0
2037,NY,0.7,0,0
2038,NY,0.7,0,0
2039,NY,0.7,0,0
2040,NY,0.7,0,0
2041,NY,0.7,0,0
2042,NY,0.7,0,0
2043,NY,0.7,0,0
2044,NY,0.7,0,0
2045,NY,0.7,0,0
2046,NY,0.7,0,0
2047,NY,0.7,0,0
2048,NY,0.7,0,0
2049,NY,0.7,0,0
2050,NY,0.7,0,0
2010,OH,0.0045,0,0
2011,OH,0.0088,0,0
2012,OH,0.0132,0,0
2013,OH,0.0182,0,0
2014,OH,0.02,0,0
2015,OH,0.022732757,0,0
2016,OH,0.022352844,0,0
2017,OH,0.026495269,0.001135512,0
2018,OH,0.032841536,0.001313661,0
2019,OH,0.043646803,0.001745872,0
2020,OH,0.046849324,0,0
2021,OH,0.048160426,0,0
2022,OH,0.04997355,0,0
2023,OH,0.05118996,0,0
2024,OH,0.055800037,0,0
2025,OH,0.059747635,0,0
2026,OH,0.06395058,0,0
2027,OH,0,0,0
2028,OH,0,0,0
2029,OH,0,0,0
2030,OH,0,0,0
2031,OH,0,0,0
2032,OH,0,0,0
2033,OH,0,0,0
2034,OH,0,0,0
2035,OH,0,0,0
2036,OH,0,0,0
2037,OH,0,0,0
2038,OH,0,0,0
2039,OH,0,0,0
2040,OH,0,0,0
2041,OH,0,0,0
2042,OH,0,0,0
2043,OH,0,0,0
2044,OH,0,0,0
2045,OH,0,0,0
2046,OH,0,0,0
2047,OH,0,0,0
2048,OH,0,0,0
2049,OH,0,0,0
2050,OH,0,0,0
2011,OR,0.0373,0,0
2012,OR,0.0373,0,0
2013,OR,0.0371,0,0
2014,OR,0.0369,0,0
2015,OR,0.104956713,0,0
2016,OR,0.1046306,0,0
2017,OR,0.099902141,0.000238493,0
2018,OR,0.098271757,0.000241964,0
2019,OR,0.09725777,0.000236787,0
2020,OR,0.132794242,0.000233933,0
2021,OR,0.132798127,0.000230048,0
2022,OR,0.132795583,0.000232592,0
2023,OR,0.132799192,0.000228983,0
2024,OR,0.132801737,0.000226438,0
2025,OR,0.184927465,0.000224883,0
2026,OR,0.184928068,0.00022428,0
2027,OR,0.184928402,0.000223946,0
2028,OR,0.184929106,0.000223242,0
2029,OR,0.184930064,0.000222284,0
2030,OR,0.242477116,0.00022148,0
2031,OR,0.242477545,0.000221051,0
2032,OR,0.242478253,0.000220343,0
2033,OR,0.242479248,0.000219348,0
2034,OR,0.242480429,0.000218168,0
2035,OR,0.307026479,0.00021671,0
2036,OR,0.307028097,0.000215093,0
2037,OR,0.307029708,0.000213481,0
2038,OR,0.307031511,0.000211679,0
2039,OR,0.307033278,0.000209912,0
2040,OR,0.336844498,0.000208249,0
2041,OR,0.336846231,0.000206516,0
2042,OR,0.336847992,0.000204755,0
2043,OR,0.336849727,0.00020302,0
2044,OR,0.336851277,0.00020147,0
2045,OR,0.336853033,0.000199714,0
2046,OR,0.336854673,0.000198075,0
2047,OR,0.33685632,0.000196427,0
2048,OR,0.33685775,0.000194997,0
2049,OR,0.336859441,0.000193306,0
2050,OR,0.336861407,0.00019134,0
2010,PA,0.0361,0,0
2011,PA,0.041,0,0
2012,PA,0.0461,0,0
2013,PA,0.0509,0,0
2014,PA,0.052,0,0
2015,PA,0.053616833,0,0
2016,PA,0.05854408,0,0
2017,PA,0.059483593,0.002907756,0
2018,PA,0.060821577,0.003181436,0
2019,PA,0.06979307,0.003888471,0
2020,PA,0.07562852,0.00447015,0
2021,PA,0.076154224,0.004759639,0
2022,PA,0.077704527,0.004856533,0
2023,PA,0.07712729,0.004820456,0
2024,PA,0.077829705,0.004864357,0
2025,PA,0.077763305,0.004860207,0
2026,PA,0.077910203,0.004869388,0
2027,PA,0.077944083,0.004871505,0
2028,PA,0.07786286,0.004866429,0
2029,PA,0.077803788,0.004862737,0
2030,PA,0.077739317,0.004858707,0
2031,PA,0.077810623,0.004863164,0
2032,PA,0.077696833,0.004856052,0
2033,PA,0.077932447,0.004870778,0
2034,PA,0.077844227,0.004865264,0
2035,PA,0.077608177,0.004850511,0
2036,PA,0.077590452,0.004849403,0
2037,PA,0.077532613,0.004845788,0
2038,PA,0.07742518,0.004839074,0
2039,PA,0.077638322,0.004852395,0
2040,PA,0.077659886,0.004853743,0
2041,PA,0.077488872,0.004843054,0
2042,PA,0.077563663,0.004847729,0
2043,PA,0.077622413,0.004851401,0
2044,PA,0.0773446,0.004834038,0
2045,PA,0.077479632,0.004842477,0
2046,PA,0.07745277,0.004840798,0
2047,PA,0.077253748,0.004828359,0
2048,PA,0.077465004,0.004841563,0
2049,PA,0.077385728,0.004836608,0
2050,PA,0.077102684,0.004818918,0
2010,RI,0.0447,0,0
2011,RI,0.0546,0,0
2012,RI,0.0645,0,0
2013,RI,0.0745,0,0
2014,RI,0.0844,0,0
2015,RI,0.085412069,0,0
2016,RI,0.101589267,0,0
2017,RI,0.114125447,0,0
2018,RI,0.128970675,0,0
2019,RI,0.143496224,0,0
2020,RI,0.158236256,0,0
2021,RI,0.173070904,0,0
2022,RI,0.187905553,0,0
2023,RI,0.2277,0,0
2024,RI,0.2772,0,0
2025,RI,0.3366,0,0
2026,RI,0.4059,0,0
2027,RI,0.4752,0,0
2028,RI,0.54945,0,0
2029,RI,0.62865,0,0
2030,RI,0.7128,0,0
2031,RI,0.8019,0,0
2032,RI,0.89595,0,0
2033,RI,0.99,0,0
2034,RI,0.99,0,0
2035,RI,0.99,0,0
2036,RI,0.99,0,0
2037,RI,0.99,0,0
2038,RI,0.99,0,0
2039,RI,0.99,0,0
2040,RI,0.99,0,0
2041,RI,0.99,0,0
2042,RI,0.99,0,0
2043,RI,0.99,0,0
2044,RI,0.99,0,0
2045,RI,0.99,0,0
2046,RI,0.99,0,0
2047,RI,0.99,0,0
2048,RI,0.99,0,0
2049,RI,0.99,0,0
2050,RI,0.99,0,0
2010,TX,0.0244,0,0
2011,TX,0.0303,0,0
2012,TX,0.033,0,0
2013,TX,0.0392,0,0
2014,TX,0.0402,0,0
2015,TX,0.044884903,0,0
2016,TX,0.04580428,0,0
2017,TX,0.044890045,0,0
2018,TX,0.042506212,0,0
2019,TX,0.042018645,0,0
2020,TX,0.042262779,0,0
2021,TX,0.042298776,0,0
2022,TX,0.042037466,0,0
2023,TX,0.040737383,0,0
2024,TX,0.040389005,0,0
2025,TX,0.039984411,0,0
2026,TX,0.039689027,0,0
2027,TX,0.039412333,0,0
2028,TX,0.039183843,0,0
2029,TX,0.038951584,0,0
2030,TX,0.038708974,0,0
2031,TX,0.038413482,0,0
2032,TX,0.038110006,0,0
2033,TX,0.0378328,0,0
2034,TX,0.037529278,0,0
2035,TX,0.037196613,0,0
2036,TX,0.036846794,0,0
2037,TX,0.036443694,0,0
2038,TX,0.036053164,0,0
2039,TX,0.035691699,0,0
2040,TX,0.035365627,0,0
2041,TX,0.035024848,0,0
2042,TX,0.03466409,0,0
2043,TX,0.034300022,0,0
2044,TX,0.033945495,0,0
2045,TX,0.033601367,0,0
2046,TX,0.033265175,0,0
2047,TX,0.032991488,0,0
2048,TX,0.032717861,0,0
2049,TX,0.032431901,0,0
2050,TX,0.032089065,0,0
2017,VT,0.55,0,0
2018,VT,0.55,0,0
2019,VT,0.55,0,0
2020,VT,0.59,0,0
2021,VT,0.59,0,0
2022,VT,0.59,0,0
2023,VT,0.63,0,0
2024,VT,0.63,0,0
2025,VT,0.63,0,0
2026,VT,0.67,0,0
2027,VT,0.67,0,0
2028,VT,0.67,0,0
2029,VT,0.71,0,0
2030,VT,0.71,0,0
2031,VT,0.71,0,0
2032,VT,0.75,0,0
2033,VT,0.75,0,0
2034,VT,0.75,0,0
2035,VT,0.75,0,0
2036,VT,0.75,0,0
2037,VT,0.75,0,0
2038,VT,0.75,0,0
2039,VT,0.75,0,0
2040,VT,0.75,0,0
2041,VT,0.75,0,0
2042,VT,0.75,0,0
2043,VT,0.75,0,0
2044,VT,0.75,0,0
2045,VT,0.75,0,0
2046,VT,0.75,0,0
2047,VT,0.75,0,0
2048,VT,0.75,0,0
2049,VT,0.75,0,0
2050,VT,0.75,0,0
2012,WA,0.024,0,0
2013,WA,0.0236,0,0
2014,WA,0.0236,0,0
2015,WA,0.02411829,0,0
2016,WA,0.072130986,0,0
2017,WA,0.071623743,0,0
2018,WA,0.074545569,0,0
2019,WA,0.074236195,0,0
2020,WA,0.128487762,0,0
2021,WA,0.127621246,0,0
2022,WA,0.13003445,0,0
2023,WA,0.128010133,0,0
2024,WA,0.126883188,0,0
2025,WA,0.127710511,0,0
2026,WA,0.128523115,0,0
2027,WA,0.128946665,0,0
2028,WA,0.128809975,0,0
2029,WA,0.128555518,0,0
2030,WA,0.128568367,0,0
2031,WA,0.128828505,0,0
2032,WA,0.128773412,0,0
2033,WA,0.128522628,0,0
2034,WA,0.128326051,0,0
2035,WA,0.12810307,0,0
2036,WA,0.127918546,0,0
2037,WA,0.127864626,0,0
2038,WA,0.127740297,0,0
2039,WA,0.127691878,0,0
2040,WA,0.127752645,0,0
2041,WA,0.127728709,0,0
2042,WA,0.127676085,0,0
2043,WA,0.127670218,0,0
2044,WA,0.127781497,0,0
2045,WA,0.12769632,0,0
2046,WA,0.12769204,0,0
2047,WA,0.127710338,0,0
2048,WA,0.127837313,0,0
2049,WA,0.127724417,0,0
2050,WA,0.127442263,0,0
2010,WI,0.0604,0,0
2011,WI,0.0598,0,0
2012,WI,0.0592,0,0
2013,WI,0.0597,0,0
2014,WI,0.0596,0,0
2015,WI,0.100971919,0,0
2016,WI,0.099928126,0,0
2017,WI,0.100333528,0,0
2018,WI,0.097479411,0,0
2019,WI,0.101105691,0,0
2020,WI,0.103378704,0,0
2021,WI,0.099659602,0,0
2022,WI,0.096814067,0,0
2023,WI,0.098508666,0,0
2024,WI,0.099581373,0,0
2025,WI,0.099646595,0,0
2026,WI,0.09915741,0,0
2027,WI,0.099175824,0,0
2028,WI,0.099237178,0,0
2029,WI,0.099163144,0,0
2030,WI,0.099288122,0,0
2031,WI,0.099321184,0,0
2032,WI,0.099273912,0,0
2033,WI,0.099170869,0,0
2034,WI,0.099060152,0,0
2035,WI,0.0989625,0,0
2036,WI,0.098920694,0,0
2037,WI,0.098815049,0,0
2038,WI,0.098745463,0,0
2039,WI,0.098752853,0,0
2040,WI,0.098854019,0,0
2041,WI,0.098841177,0,0
2042,WI,0.098709625,0,0
2043,WI,0.098600116,0,0
2044,WI,0.098592717,0,0
2045,WI,0.098622447,0,0
2046,WI,0.098650624,0,0
2047,WI,0.098710401,0,0
2048,WI,0.098776139,0,0
2049,WI,0.098684096,0,0
2050,WI,0.098471969,0,0
2010,corporate,0.009880578,0,0
2011,corporate,0.011947157,0,0
2012,corporate,0.014615728,0,0
2013,corporate,0.017181817,0,0
2014,corporate,0.018806279,0,0
2015,corporate,0.022213402,0,0
2016,corporate,0.024771014,0,0
2017,corporate,0.029623812,0,0
2018,corporate,0.035914319,0,0
2019,corporate,0.042952914,0,0
2020,corporate,0.051672094,0,0
2021,corporate,0.053296556,0,0
2022,corporate,0.054921019,0,0
2023,corporate,0.056545481,0,0
2024,corporate,0.058169944,0,0
2025,corporate,0.059794406,0,0
2026,corporate,0.061418869,0,0
2027,corporate,0.063043331,0,0
2028,corporate,0.064667794,0,0
2029,corporate,0.066292256,0,0
2030,corporate,0.067916719,0,0
2031,corporate,0.069541181,0,0
2032,corporate,0.071165644,0,0
2033,corporate,0.072790106,0,0
2034,corporate,0.074414569,0,0
2035,corporate,0.076039031,0,0
2036,corporate,0.077663493,0,0
2037,corporate,0.079287956,0,0
2038,corporate,0.080912418,0,0
2039,corporate,0.082536881,0,0
2040,corporate,0.084161343,0,0
2041,corporate,0.085785806,0,0
2042,corporate,0.087410268,0,0
2043,corporate,0.089034731,0,0
2044,corporate,0.090659193,0,0
2045,corporate,0.092283656,0,0
2046,corporate,0.093908118,0,0
2047,corporate,0.095532581,0,0
2048,corporate,0.097157043,0,0
2049,corporate,0.098781506,0,0
2050,corporate,0.100405968,0,0
