h17,quarter,ccseason,year,hour,datetime
h5,fall,hot,2008,14597,2008-08-31 04:00:00-05:00
h5,fall,hot,2008,14598,2008-08-31 05:00:00-05:00
h6,fall,hot,2008,14599,2008-08-31 06:00:00-05:00
h6,fall,hot,2008,14600,2008-08-31 07:00:00-05:00
h6,fall,hot,2008,14601,2008-08-31 08:00:00-05:00
h6,fall,hot,2008,14602,2008-08-31 09:00:00-05:00
h6,fall,hot,2008,14603,2008-08-31 10:00:00-05:00
h6,fall,hot,2008,14604,2008-08-31 11:00:00-05:00
h6,fall,hot,2008,14605,2008-08-31 12:00:00-05:00
h7,fall,hot,2008,14606,2008-08-31 13:00:00-05:00
h7,fall,hot,2008,14607,2008-08-31 14:00:00-05:00
h7,fall,hot,2008,14608,2008-08-31 15:00:00-05:00
h7,fall,hot,2008,14609,2008-08-31 16:00:00-05:00
h8,fall,hot,2008,14610,2008-08-31 17:00:00-05:00
h8,fall,hot,2008,14611,2008-08-31 18:00:00-05:00
h8,fall,hot,2008,14612,2008-08-31 19:00:00-05:00
h8,fall,hot,2008,14613,2008-08-31 20:00:00-05:00
h8,fall,hot,2008,14614,2008-08-31 21:00:00-05:00
h5,fall,hot,2008,14615,2008-08-31 22:00:00-05:00
h5,fall,hot,2008,14616,2008-08-31 23:00:00-05:00
h5,fall,hot,2008,14617,2008-09-01 00:00:00-05:00
h5,fall,hot,2008,14618,2008-09-01 01:00:00-05:00
h5,fall,hot,2008,14619,2008-09-01 02:00:00-05:00
h5,fall,hot,2008,14620,2008-09-01 03:00:00-05:00
h5,fall,hot,2008,14621,2008-09-01 04:00:00-05:00
h5,fall,hot,2008,14622,2008-09-01 05:00:00-05:00
h6,fall,hot,2008,14623,2008-09-01 06:00:00-05:00
h6,fall,hot,2008,14624,2008-09-01 07:00:00-05:00
h6,fall,hot,2008,14625,2008-09-01 08:00:00-05:00
h6,fall,hot,2008,14626,2008-09-01 09:00:00-05:00
h6,fall,hot,2008,14627,2008-09-01 10:00:00-05:00
h6,fall,hot,2008,14628,2008-09-01 11:00:00-05:00
h6,fall,hot,2008,14629,2008-09-01 12:00:00-05:00
h7,fall,hot,2008,14630,2008-09-01 13:00:00-05:00
h7,fall,hot,2008,14631,2008-09-01 14:00:00-05:00
h7,fall,hot,2008,14632,2008-09-01 15:00:00-05:00
h7,fall,hot,2008,14633,2008-09-01 16:00:00-05:00
h8,fall,hot,2008,14634,2008-09-01 17:00:00-05:00
h8,fall,hot,2008,14635,2008-09-01 18:00:00-05:00
h8,fall,hot,2008,14636,2008-09-01 19:00:00-05:00
h8,fall,hot,2008,14637,2008-09-01 20:00:00-05:00
h8,fall,hot,2008,14638,2008-09-01 21:00:00-05:00
h5,fall,hot,2008,14639,2008-09-01 22:00:00-05:00
h5,fall,hot,2008,14640,2008-09-01 23:00:00-05:00
h5,fall,hot,2008,14641,2008-09-02 00:00:00-05:00
h5,fall,hot,2008,14642,2008-09-02 01:00:00-05:00
h5,fall,hot,2008,14643,2008-09-02 02:00:00-05:00
h5,fall,hot,2008,14644,2008-09-02 03:00:00-05:00
h5,fall,hot,2008,14645,2008-09-02 04:00:00-05:00
h5,fall,hot,2008,14646,2008-09-02 05:00:00-05:00
h6,fall,hot,2008,14647,2008-09-02 06:00:00-05:00
h6,fall,hot,2008,14648,2008-09-02 07:00:00-05:00
h6,fall,hot,2008,14649,2008-09-02 08:00:00-05:00
h6,fall,hot,2008,14650,2008-09-02 09:00:00-05:00
h6,fall,hot,2008,14651,2008-09-02 10:00:00-05:00
h6,fall,hot,2008,14652,2008-09-02 11:00:00-05:00
h6,fall,hot,2008,14653,2008-09-02 12:00:00-05:00
h7,fall,hot,2008,14654,2008-09-02 13:00:00-05:00
h7,fall,hot,2008,14655,2008-09-02 14:00:00-05:00
h7,fall,hot,2008,14656,2008-09-02 15:00:00-05:00
h7,fall,hot,2008,14657,2008-09-02 16:00:00-05:00
h8,fall,hot,2008,14658,2008-09-02 17:00:00-05:00
h8,fall,hot,2008,14659,2008-09-02 18:00:00-05:00
h8,fall,hot,2008,14660,2008-09-02 19:00:00-05:00
h8,fall,hot,2008,14661,2008-09-02 20:00:00-05:00
h8,fall,hot,2008,14662,2008-09-02 21:00:00-05:00
h5,fall,hot,2008,14663,2008-09-02 22:00:00-05:00
h5,fall,hot,2008,14664,2008-09-02 23:00:00-05:00
h5,fall,hot,2008,14665,2008-09-03 00:00:00-05:00
h5,fall,hot,2008,14666,2008-09-03 01:00:00-05:00
h5,fall,hot,2008,14667,2008-09-03 02:00:00-05:00
h5,fall,hot,2008,14668,2008-09-03 03:00:00-05:00
h5,fall,hot,2008,14669,2008-09-03 04:00:00-05:00
h5,fall,hot,2008,14670,2008-09-03 05:00:00-05:00
h6,fall,hot,2008,14671,2008-09-03 06:00:00-05:00
h6,fall,hot,2008,14672,2008-09-03 07:00:00-05:00
h6,fall,hot,2008,14673,2008-09-03 08:00:00-05:00
h6,fall,hot,2008,14674,2008-09-03 09:00:00-05:00
h6,fall,hot,2008,14675,2008-09-03 10:00:00-05:00
h6,fall,hot,2008,14676,2008-09-03 11:00:00-05:00
h6,fall,hot,2008,14677,2008-09-03 12:00:00-05:00
h7,fall,hot,2008,14678,2008-09-03 13:00:00-05:00
h7,fall,hot,2008,14679,2008-09-03 14:00:00-05:00
h7,fall,hot,2008,14680,2008-09-03 15:00:00-05:00
h7,fall,hot,2008,14681,2008-09-03 16:00:00-05:00
h8,fall,hot,2008,14682,2008-09-03 17:00:00-05:00
h8,fall,hot,2008,14683,2008-09-03 18:00:00-05:00
h8,fall,hot,2008,14684,2008-09-03 19:00:00-05:00
h8,fall,hot,2008,14685,2008-09-03 20:00:00-05:00
h8,fall,hot,2008,14686,2008-09-03 21:00:00-05:00
h5,fall,hot,2008,14687,2008-09-03 22:00:00-05:00
h5,fall,hot,2008,14688,2008-09-03 23:00:00-05:00
h5,fall,hot,2008,14689,2008-09-04 00:00:00-05:00
h5,fall,hot,2008,14690,2008-09-04 01:00:00-05:00
h5,fall,hot,2008,14691,2008-09-04 02:00:00-05:00
h5,fall,hot,2008,14692,2008-09-04 03:00:00-05:00
h5,fall,hot,2008,14693,2008-09-04 04:00:00-05:00
h5,fall,hot,2008,14694,2008-09-04 05:00:00-05:00
h6,fall,hot,2008,14695,2008-09-04 06:00:00-05:00
h6,fall,hot,2008,14696,2008-09-04 07:00:00-05:00
h6,fall,hot,2008,14697,2008-09-04 08:00:00-05:00
h6,fall,hot,2008,14698,2008-09-04 09:00:00-05:00
h6,fall,hot,2008,14699,2008-09-04 10:00:00-05:00
h6,fall,hot,2008,14700,2008-09-04 11:00:00-05:00
h6,fall,hot,2008,14701,2008-09-04 12:00:00-05:00
h7,fall,hot,2008,14702,2008-09-04 13:00:00-05:00
h7,fall,hot,2008,14703,2008-09-04 14:00:00-05:00
h7,fall,hot,2008,14704,2008-09-04 15:00:00-05:00
h7,fall,hot,2008,14705,2008-09-04 16:00:00-05:00
h8,fall,hot,2008,14706,2008-09-04 17:00:00-05:00
h8,fall,hot,2008,14707,2008-09-04 18:00:00-05:00
h8,fall,hot,2008,14708,2008-09-04 19:00:00-05:00
h8,fall,hot,2008,14709,2008-09-04 20:00:00-05:00
h8,fall,hot,2008,14710,2008-09-04 21:00:00-05:00
h5,fall,hot,2008,14711,2008-09-04 22:00:00-05:00
h5,fall,hot,2008,14712,2008-09-04 23:00:00-05:00
h5,fall,hot,2008,14713,2008-09-05 00:00:00-05:00
h5,fall,hot,2008,14714,2008-09-05 01:00:00-05:00
h5,fall,hot,2008,14715,2008-09-05 02:00:00-05:00
h5,fall,hot,2008,14716,2008-09-05 03:00:00-05:00
h5,fall,hot,2008,14717,2008-09-05 04:00:00-05:00
h5,fall,hot,2008,14718,2008-09-05 05:00:00-05:00
h6,fall,hot,2008,14719,2008-09-05 06:00:00-05:00
h6,fall,hot,2008,14720,2008-09-05 07:00:00-05:00
h6,fall,hot,2008,14721,2008-09-05 08:00:00-05:00
h6,fall,hot,2008,14722,2008-09-05 09:00:00-05:00
h6,fall,hot,2008,14723,2008-09-05 10:00:00-05:00
h6,fall,hot,2008,14724,2008-09-05 11:00:00-05:00
h6,fall,hot,2008,14725,2008-09-05 12:00:00-05:00
h7,fall,hot,2008,14726,2008-09-05 13:00:00-05:00
h7,fall,hot,2008,14727,2008-09-05 14:00:00-05:00
h7,fall,hot,2008,14728,2008-09-05 15:00:00-05:00
h7,fall,hot,2008,14729,2008-09-05 16:00:00-05:00
h8,fall,hot,2008,14730,2008-09-05 17:00:00-05:00
h8,fall,hot,2008,14731,2008-09-05 18:00:00-05:00
h8,fall,hot,2008,14732,2008-09-05 19:00:00-05:00
h8,fall,hot,2008,14733,2008-09-05 20:00:00-05:00
h8,fall,hot,2008,14734,2008-09-05 21:00:00-05:00
h5,fall,hot,2008,14735,2008-09-05 22:00:00-05:00
h5,fall,hot,2008,14736,2008-09-05 23:00:00-05:00
h5,fall,hot,2008,14737,2008-09-06 00:00:00-05:00
h5,fall,hot,2008,14738,2008-09-06 01:00:00-05:00
h5,fall,hot,2008,14739,2008-09-06 02:00:00-05:00
h5,fall,hot,2008,14740,2008-09-06 03:00:00-05:00
h5,fall,hot,2008,14741,2008-09-06 04:00:00-05:00
h5,fall,hot,2008,14742,2008-09-06 05:00:00-05:00
h6,fall,hot,2008,14743,2008-09-06 06:00:00-05:00
h6,fall,hot,2008,14744,2008-09-06 07:00:00-05:00
h6,fall,hot,2008,14745,2008-09-06 08:00:00-05:00
h6,fall,hot,2008,14746,2008-09-06 09:00:00-05:00
h6,fall,hot,2008,14747,2008-09-06 10:00:00-05:00
h6,fall,hot,2008,14748,2008-09-06 11:00:00-05:00
h6,fall,hot,2008,14749,2008-09-06 12:00:00-05:00
h7,fall,hot,2008,14750,2008-09-06 13:00:00-05:00
h7,fall,hot,2008,14751,2008-09-06 14:00:00-05:00
h7,fall,hot,2008,14752,2008-09-06 15:00:00-05:00
h7,fall,hot,2008,14753,2008-09-06 16:00:00-05:00
h8,fall,hot,2008,14754,2008-09-06 17:00:00-05:00
h8,fall,hot,2008,14755,2008-09-06 18:00:00-05:00
h8,fall,hot,2008,14756,2008-09-06 19:00:00-05:00
h8,fall,hot,2008,14757,2008-09-06 20:00:00-05:00
h8,fall,hot,2008,14758,2008-09-06 21:00:00-05:00
h5,fall,hot,2008,14759,2008-09-06 22:00:00-05:00
h5,fall,hot,2008,14760,2008-09-06 23:00:00-05:00
h5,fall,hot,2008,14761,2008-09-07 00:00:00-05:00
h5,fall,hot,2008,14762,2008-09-07 01:00:00-05:00
h5,fall,hot,2008,14763,2008-09-07 02:00:00-05:00
h5,fall,hot,2008,14764,2008-09-07 03:00:00-05:00
h5,fall,hot,2008,14765,2008-09-07 04:00:00-05:00
h5,fall,hot,2008,14766,2008-09-07 05:00:00-05:00
h6,fall,hot,2008,14767,2008-09-07 06:00:00-05:00
h6,fall,hot,2008,14768,2008-09-07 07:00:00-05:00
h6,fall,hot,2008,14769,2008-09-07 08:00:00-05:00
h6,fall,hot,2008,14770,2008-09-07 09:00:00-05:00
h6,fall,hot,2008,14771,2008-09-07 10:00:00-05:00
h6,fall,hot,2008,14772,2008-09-07 11:00:00-05:00
h6,fall,hot,2008,14773,2008-09-07 12:00:00-05:00
h7,fall,hot,2008,14774,2008-09-07 13:00:00-05:00
h7,fall,hot,2008,14775,2008-09-07 14:00:00-05:00
h7,fall,hot,2008,14776,2008-09-07 15:00:00-05:00
h7,fall,hot,2008,14777,2008-09-07 16:00:00-05:00
h8,fall,hot,2008,14778,2008-09-07 17:00:00-05:00
h8,fall,hot,2008,14779,2008-09-07 18:00:00-05:00
h8,fall,hot,2008,14780,2008-09-07 19:00:00-05:00
h8,fall,hot,2008,14781,2008-09-07 20:00:00-05:00
h8,fall,hot,2008,14782,2008-09-07 21:00:00-05:00
h5,fall,hot,2008,14783,2008-09-07 22:00:00-05:00
h5,fall,hot,2008,14784,2008-09-07 23:00:00-05:00
h5,fall,hot,2008,14785,2008-09-08 00:00:00-05:00
h5,fall,hot,2008,14786,2008-09-08 01:00:00-05:00
h5,fall,hot,2008,14787,2008-09-08 02:00:00-05:00
h5,fall,hot,2008,14788,2008-09-08 03:00:00-05:00
h5,fall,hot,2008,14789,2008-09-08 04:00:00-05:00
h5,fall,hot,2008,14790,2008-09-08 05:00:00-05:00
h6,fall,hot,2008,14791,2008-09-08 06:00:00-05:00
h6,fall,hot,2008,14792,2008-09-08 07:00:00-05:00
h6,fall,hot,2008,14793,2008-09-08 08:00:00-05:00
h6,fall,hot,2008,14794,2008-09-08 09:00:00-05:00
h6,fall,hot,2008,14795,2008-09-08 10:00:00-05:00
h6,fall,hot,2008,14796,2008-09-08 11:00:00-05:00
h6,fall,hot,2008,14797,2008-09-08 12:00:00-05:00
h7,fall,hot,2008,14798,2008-09-08 13:00:00-05:00
h7,fall,hot,2008,14799,2008-09-08 14:00:00-05:00
h7,fall,hot,2008,14800,2008-09-08 15:00:00-05:00
h7,fall,hot,2008,14801,2008-09-08 16:00:00-05:00
h8,fall,hot,2008,14802,2008-09-08 17:00:00-05:00
h8,fall,hot,2008,14803,2008-09-08 18:00:00-05:00
h8,fall,hot,2008,14804,2008-09-08 19:00:00-05:00
h8,fall,hot,2008,14805,2008-09-08 20:00:00-05:00
h8,fall,hot,2008,14806,2008-09-08 21:00:00-05:00
h5,fall,hot,2008,14807,2008-09-08 22:00:00-05:00
h5,fall,hot,2008,14808,2008-09-08 23:00:00-05:00
h5,fall,hot,2008,14809,2008-09-09 00:00:00-05:00
h5,fall,hot,2008,14810,2008-09-09 01:00:00-05:00
h5,fall,hot,2008,14811,2008-09-09 02:00:00-05:00
h5,fall,hot,2008,14812,2008-09-09 03:00:00-05:00
h5,fall,hot,2008,14813,2008-09-09 04:00:00-05:00
h5,fall,hot,2008,14814,2008-09-09 05:00:00-05:00
h6,fall,hot,2008,14815,2008-09-09 06:00:00-05:00
h6,fall,hot,2008,14816,2008-09-09 07:00:00-05:00
h6,fall,hot,2008,14817,2008-09-09 08:00:00-05:00
h6,fall,hot,2008,14818,2008-09-09 09:00:00-05:00
h6,fall,hot,2008,14819,2008-09-09 10:00:00-05:00
h6,fall,hot,2008,14820,2008-09-09 11:00:00-05:00
h6,fall,hot,2008,14821,2008-09-09 12:00:00-05:00
h7,fall,hot,2008,14822,2008-09-09 13:00:00-05:00
h7,fall,hot,2008,14823,2008-09-09 14:00:00-05:00
h7,fall,hot,2008,14824,2008-09-09 15:00:00-05:00
h7,fall,hot,2008,14825,2008-09-09 16:00:00-05:00
h8,fall,hot,2008,14826,2008-09-09 17:00:00-05:00
h8,fall,hot,2008,14827,2008-09-09 18:00:00-05:00
h8,fall,hot,2008,14828,2008-09-09 19:00:00-05:00
h8,fall,hot,2008,14829,2008-09-09 20:00:00-05:00
h8,fall,hot,2008,14830,2008-09-09 21:00:00-05:00
h5,fall,hot,2008,14831,2008-09-09 22:00:00-05:00
h5,fall,hot,2008,14832,2008-09-09 23:00:00-05:00
h5,fall,hot,2008,14833,2008-09-10 00:00:00-05:00
h5,fall,hot,2008,14834,2008-09-10 01:00:00-05:00
h5,fall,hot,2008,14835,2008-09-10 02:00:00-05:00
h5,fall,hot,2008,14836,2008-09-10 03:00:00-05:00
h5,fall,hot,2008,14837,2008-09-10 04:00:00-05:00
h5,fall,hot,2008,14838,2008-09-10 05:00:00-05:00
h6,fall,hot,2008,14839,2008-09-10 06:00:00-05:00
h6,fall,hot,2008,14840,2008-09-10 07:00:00-05:00
h6,fall,hot,2008,14841,2008-09-10 08:00:00-05:00
h6,fall,hot,2008,14842,2008-09-10 09:00:00-05:00
h6,fall,hot,2008,14843,2008-09-10 10:00:00-05:00
h6,fall,hot,2008,14844,2008-09-10 11:00:00-05:00
h6,fall,hot,2008,14845,2008-09-10 12:00:00-05:00
h7,fall,hot,2008,14846,2008-09-10 13:00:00-05:00
h7,fall,hot,2008,14847,2008-09-10 14:00:00-05:00
h7,fall,hot,2008,14848,2008-09-10 15:00:00-05:00
h7,fall,hot,2008,14849,2008-09-10 16:00:00-05:00
h8,fall,hot,2008,14850,2008-09-10 17:00:00-05:00
h8,fall,hot,2008,14851,2008-09-10 18:00:00-05:00
h8,fall,hot,2008,14852,2008-09-10 19:00:00-05:00
h8,fall,hot,2008,14853,2008-09-10 20:00:00-05:00
h8,fall,hot,2008,14854,2008-09-10 21:00:00-05:00
h5,fall,hot,2008,14855,2008-09-10 22:00:00-05:00
h5,fall,hot,2008,14856,2008-09-10 23:00:00-05:00
h5,fall,hot,2008,14857,2008-09-11 00:00:00-05:00
h5,fall,hot,2008,14858,2008-09-11 01:00:00-05:00
h5,fall,hot,2008,14859,2008-09-11 02:00:00-05:00
h5,fall,hot,2008,14860,2008-09-11 03:00:00-05:00
h5,fall,hot,2008,14861,2008-09-11 04:00:00-05:00
h5,fall,hot,2008,14862,2008-09-11 05:00:00-05:00
h6,fall,hot,2008,14863,2008-09-11 06:00:00-05:00
h6,fall,hot,2008,14864,2008-09-11 07:00:00-05:00
h6,fall,hot,2008,14865,2008-09-11 08:00:00-05:00
h6,fall,hot,2008,14866,2008-09-11 09:00:00-05:00
h6,fall,hot,2008,14867,2008-09-11 10:00:00-05:00
h6,fall,hot,2008,14868,2008-09-11 11:00:00-05:00
h6,fall,hot,2008,14869,2008-09-11 12:00:00-05:00
h7,fall,hot,2008,14870,2008-09-11 13:00:00-05:00
h7,fall,hot,2008,14871,2008-09-11 14:00:00-05:00
h7,fall,hot,2008,14872,2008-09-11 15:00:00-05:00
h7,fall,hot,2008,14873,2008-09-11 16:00:00-05:00
h8,fall,hot,2008,14874,2008-09-11 17:00:00-05:00
h8,fall,hot,2008,14875,2008-09-11 18:00:00-05:00
h8,fall,hot,2008,14876,2008-09-11 19:00:00-05:00
h8,fall,hot,2008,14877,2008-09-11 20:00:00-05:00
h8,fall,hot,2008,14878,2008-09-11 21:00:00-05:00
h5,fall,hot,2008,14879,2008-09-11 22:00:00-05:00
h5,fall,hot,2008,14880,2008-09-11 23:00:00-05:00
h5,fall,hot,2008,14881,2008-09-12 00:00:00-05:00
h5,fall,hot,2008,14882,2008-09-12 01:00:00-05:00
h5,fall,hot,2008,14883,2008-09-12 02:00:00-05:00
h5,fall,hot,2008,14884,2008-09-12 03:00:00-05:00
h5,fall,hot,2008,14885,2008-09-12 04:00:00-05:00
h5,fall,hot,2008,14886,2008-09-12 05:00:00-05:00
h6,fall,hot,2008,14887,2008-09-12 06:00:00-05:00
h6,fall,hot,2008,14888,2008-09-12 07:00:00-05:00
h6,fall,hot,2008,14889,2008-09-12 08:00:00-05:00
h6,fall,hot,2008,14890,2008-09-12 09:00:00-05:00
h6,fall,hot,2008,14891,2008-09-12 10:00:00-05:00
h6,fall,hot,2008,14892,2008-09-12 11:00:00-05:00
h6,fall,hot,2008,14893,2008-09-12 12:00:00-05:00
h7,fall,hot,2008,14894,2008-09-12 13:00:00-05:00
h7,fall,hot,2008,14895,2008-09-12 14:00:00-05:00
h7,fall,hot,2008,14896,2008-09-12 15:00:00-05:00
h7,fall,hot,2008,14897,2008-09-12 16:00:00-05:00
h8,fall,hot,2008,14898,2008-09-12 17:00:00-05:00
h8,fall,hot,2008,14899,2008-09-12 18:00:00-05:00
h8,fall,hot,2008,14900,2008-09-12 19:00:00-05:00
h8,fall,hot,2008,14901,2008-09-12 20:00:00-05:00
h8,fall,hot,2008,14902,2008-09-12 21:00:00-05:00
h5,fall,hot,2008,14903,2008-09-12 22:00:00-05:00
h5,fall,hot,2008,14904,2008-09-12 23:00:00-05:00
h5,fall,hot,2008,14905,2008-09-13 00:00:00-05:00
h5,fall,hot,2008,14906,2008-09-13 01:00:00-05:00
h5,fall,hot,2008,14907,2008-09-13 02:00:00-05:00
h5,fall,hot,2008,14908,2008-09-13 03:00:00-05:00
h5,fall,hot,2008,14909,2008-09-13 04:00:00-05:00
h5,fall,hot,2008,14910,2008-09-13 05:00:00-05:00
h6,fall,hot,2008,14911,2008-09-13 06:00:00-05:00
h6,fall,hot,2008,14912,2008-09-13 07:00:00-05:00
h6,fall,hot,2008,14913,2008-09-13 08:00:00-05:00
h6,fall,hot,2008,14914,2008-09-13 09:00:00-05:00
h6,fall,hot,2008,14915,2008-09-13 10:00:00-05:00
h6,fall,hot,2008,14916,2008-09-13 11:00:00-05:00
h6,fall,hot,2008,14917,2008-09-13 12:00:00-05:00
h7,fall,hot,2008,14918,2008-09-13 13:00:00-05:00
h7,fall,hot,2008,14919,2008-09-13 14:00:00-05:00
h7,fall,hot,2008,14920,2008-09-13 15:00:00-05:00
h7,fall,hot,2008,14921,2008-09-13 16:00:00-05:00
h8,fall,hot,2008,14922,2008-09-13 17:00:00-05:00
h8,fall,hot,2008,14923,2008-09-13 18:00:00-05:00
h8,fall,hot,2008,14924,2008-09-13 19:00:00-05:00
h8,fall,hot,2008,14925,2008-09-13 20:00:00-05:00
h8,fall,hot,2008,14926,2008-09-13 21:00:00-05:00
h5,fall,hot,2008,14927,2008-09-13 22:00:00-05:00
h5,fall,hot,2008,14928,2008-09-13 23:00:00-05:00
h5,fall,hot,2008,14929,2008-09-14 00:00:00-05:00
h5,fall,hot,2008,14930,2008-09-14 01:00:00-05:00
h5,fall,hot,2008,14931,2008-09-14 02:00:00-05:00
h5,fall,hot,2008,14932,2008-09-14 03:00:00-05:00
h5,fall,hot,2008,14933,2008-09-14 04:00:00-05:00
h5,fall,hot,2008,14934,2008-09-14 05:00:00-05:00
h6,fall,hot,2008,14935,2008-09-14 06:00:00-05:00
h6,fall,hot,2008,14936,2008-09-14 07:00:00-05:00
h6,fall,hot,2008,14937,2008-09-14 08:00:00-05:00
h6,fall,hot,2008,14938,2008-09-14 09:00:00-05:00
h6,fall,hot,2008,14939,2008-09-14 10:00:00-05:00
h6,fall,hot,2008,14940,2008-09-14 11:00:00-05:00
h6,fall,hot,2008,14941,2008-09-14 12:00:00-05:00
h7,fall,hot,2008,14942,2008-09-14 13:00:00-05:00
h7,fall,hot,2008,14943,2008-09-14 14:00:00-05:00
h7,fall,hot,2008,14944,2008-09-14 15:00:00-05:00
h7,fall,hot,2008,14945,2008-09-14 16:00:00-05:00
h8,fall,hot,2008,14946,2008-09-14 17:00:00-05:00
h8,fall,hot,2008,14947,2008-09-14 18:00:00-05:00
h8,fall,hot,2008,14948,2008-09-14 19:00:00-05:00
h8,fall,hot,2008,14949,2008-09-14 20:00:00-05:00
h8,fall,hot,2008,14950,2008-09-14 21:00:00-05:00
h5,fall,hot,2008,14951,2008-09-14 22:00:00-05:00
h5,fall,hot,2008,14952,2008-09-14 23:00:00-05:00
h5,fall,hot,2008,14953,2008-09-15 00:00:00-05:00
h5,fall,hot,2008,14954,2008-09-15 01:00:00-05:00
h5,fall,hot,2008,14955,2008-09-15 02:00:00-05:00
h5,fall,hot,2008,14956,2008-09-15 03:00:00-05:00
h5,fall,hot,2008,14957,2008-09-15 04:00:00-05:00
h5,fall,hot,2008,14958,2008-09-15 05:00:00-05:00
h6,fall,hot,2008,14959,2008-09-15 06:00:00-05:00
h6,fall,hot,2008,14960,2008-09-15 07:00:00-05:00
h6,fall,hot,2008,14961,2008-09-15 08:00:00-05:00
h6,fall,hot,2008,14962,2008-09-15 09:00:00-05:00
h6,fall,hot,2008,14963,2008-09-15 10:00:00-05:00
h6,fall,hot,2008,14964,2008-09-15 11:00:00-05:00
h6,fall,hot,2008,14965,2008-09-15 12:00:00-05:00
h7,fall,hot,2008,14966,2008-09-15 13:00:00-05:00
h7,fall,hot,2008,14967,2008-09-15 14:00:00-05:00
h7,fall,hot,2008,14968,2008-09-15 15:00:00-05:00
h7,fall,hot,2008,14969,2008-09-15 16:00:00-05:00
h8,fall,hot,2008,14970,2008-09-15 17:00:00-05:00
h8,fall,hot,2008,14971,2008-09-15 18:00:00-05:00
h8,fall,hot,2008,14972,2008-09-15 19:00:00-05:00
h8,fall,hot,2008,14973,2008-09-15 20:00:00-05:00
h8,fall,hot,2008,14974,2008-09-15 21:00:00-05:00
h5,fall,hot,2008,14975,2008-09-15 22:00:00-05:00
h5,fall,hot,2008,14976,2008-09-15 23:00:00-05:00
h5,fall,hot,2008,14977,2008-09-16 00:00:00-05:00
h5,fall,hot,2008,14978,2008-09-16 01:00:00-05:00
h5,fall,hot,2008,14979,2008-09-16 02:00:00-05:00
h5,fall,hot,2008,14980,2008-09-16 03:00:00-05:00
h5,fall,hot,2008,14981,2008-09-16 04:00:00-05:00
h5,fall,hot,2008,14982,2008-09-16 05:00:00-05:00
h6,fall,hot,2008,14983,2008-09-16 06:00:00-05:00
h6,fall,hot,2008,14984,2008-09-16 07:00:00-05:00
h6,fall,hot,2008,14985,2008-09-16 08:00:00-05:00
h6,fall,hot,2008,14986,2008-09-16 09:00:00-05:00
h6,fall,hot,2008,14987,2008-09-16 10:00:00-05:00
h6,fall,hot,2008,14988,2008-09-16 11:00:00-05:00
h6,fall,hot,2008,14989,2008-09-16 12:00:00-05:00
h7,fall,hot,2008,14990,2008-09-16 13:00:00-05:00
h7,fall,hot,2008,14991,2008-09-16 14:00:00-05:00
h7,fall,hot,2008,14992,2008-09-16 15:00:00-05:00
h7,fall,hot,2008,14993,2008-09-16 16:00:00-05:00
h8,fall,hot,2008,14994,2008-09-16 17:00:00-05:00
h8,fall,hot,2008,14995,2008-09-16 18:00:00-05:00
h8,fall,hot,2008,14996,2008-09-16 19:00:00-05:00
h8,fall,hot,2008,14997,2008-09-16 20:00:00-05:00
h8,fall,hot,2008,14998,2008-09-16 21:00:00-05:00
h5,fall,hot,2008,14999,2008-09-16 22:00:00-05:00
h5,fall,hot,2008,15000,2008-09-16 23:00:00-05:00
h5,fall,hot,2008,15001,2008-09-17 00:00:00-05:00
h5,fall,hot,2008,15002,2008-09-17 01:00:00-05:00
h5,fall,hot,2008,15003,2008-09-17 02:00:00-05:00
h5,fall,hot,2008,15004,2008-09-17 03:00:00-05:00
h5,fall,hot,2008,15005,2008-09-17 04:00:00-05:00
h5,fall,hot,2008,15006,2008-09-17 05:00:00-05:00
h6,fall,hot,2008,15007,2008-09-17 06:00:00-05:00
h6,fall,hot,2008,15008,2008-09-17 07:00:00-05:00
h6,fall,hot,2008,15009,2008-09-17 08:00:00-05:00
h6,fall,hot,2008,15010,2008-09-17 09:00:00-05:00
h6,fall,hot,2008,15011,2008-09-17 10:00:00-05:00
h6,fall,hot,2008,15012,2008-09-17 11:00:00-05:00
h6,fall,hot,2008,15013,2008-09-17 12:00:00-05:00
h7,fall,hot,2008,15014,2008-09-17 13:00:00-05:00
h7,fall,hot,2008,15015,2008-09-17 14:00:00-05:00
h7,fall,hot,2008,15016,2008-09-17 15:00:00-05:00
h7,fall,hot,2008,15017,2008-09-17 16:00:00-05:00
h8,fall,hot,2008,15018,2008-09-17 17:00:00-05:00
h8,fall,hot,2008,15019,2008-09-17 18:00:00-05:00
h8,fall,hot,2008,15020,2008-09-17 19:00:00-05:00
h8,fall,hot,2008,15021,2008-09-17 20:00:00-05:00
h8,fall,hot,2008,15022,2008-09-17 21:00:00-05:00
h5,fall,hot,2008,15023,2008-09-17 22:00:00-05:00
h5,fall,hot,2008,15024,2008-09-17 23:00:00-05:00
h5,fall,hot,2008,15025,2008-09-18 00:00:00-05:00
h5,fall,hot,2008,15026,2008-09-18 01:00:00-05:00
h5,fall,hot,2008,15027,2008-09-18 02:00:00-05:00
h5,fall,hot,2008,15028,2008-09-18 03:00:00-05:00
h5,fall,hot,2008,15029,2008-09-18 04:00:00-05:00
h5,fall,hot,2008,15030,2008-09-18 05:00:00-05:00
h6,fall,hot,2008,15031,2008-09-18 06:00:00-05:00
h6,fall,hot,2008,15032,2008-09-18 07:00:00-05:00
