region,class,bin,capacity,supply_curve_cost_per_mw,dist_mi,sc_point_gid
s109,6,84,189.3213,167210.4843,44.5387,21450
s109,6,85,159.6753,171026.661,42.6366,22595
s109,6,86,46.4026,173458.6346,14.2501,22220
s109,6,87,122.6905,178818.6396,38.3794,21451
s109,6,88,141.7419,180965.9437,42.7472,21831
s109,6,89,122.0103,183353.943,35.6633,22601
s109,6,90,174.9357,184217.9364,47.7487,22211
s109,6,91,116.9612,200779.1202,43.2307,22212
s109,6,92,25.3656,214503.6909,6.3013,24887
s109,6,93,192.7257,214565.3649,57.7904,23354
s109,6,94,180.2088,218334.8398,57.5759,21448
s109,6,95,110.7108,231202.4751,50.2863,25637
s109,6,96,155.0187,234557.3673,59.4994,23353
s109,6,97,173.3363,240682.8759,62.9881,24882
s109,6,98,177.3813,245888.8324,64.8093,23734
s109,6,99,138.9717,248333.7118,60.5686,21828
s109,6,100,158.679,254177.2674,65.2131,23351
s109,6,101,144.7724,256829.2902,64.037,24880
s109,6,102,108.378,258106.6177,53.3422,26017
s109,6,103,164.4624,265319.3752,65.0078,24120
s109,6,104,188.2786,268005.8145,71.9223,24114
s109,6,105,149.6046,271760.6437,69.0681,24121
s109,6,106,157.941,273694.113,66.6443,24881
s109,6,107,143.275,282356.2946,70.701,24501
s109,6,108,116.154,321009.2005,72.0396,24119
s109,6,109,252.477,325432.6708,86.8819,21447
s109,7,1,154.6695,26992.0725,2.8611,21458
s109,7,2,153.7947,60533.6689,11.9212,21077
s109,7,3,143.4672,62502.2417,10.7844,22977
s109,7,4,90.4762,92618.257,7.5316,22219
s109,7,5,156.978,93761.5471,21.2985,21456
s109,7,6,78.4161,95273.0016,0.8463,22978
s109,7,7,56.0844,115596.2434,3.5562,24497
s109,7,8,105.705,129366.4916,17.7038,21457
s109,7,9,59.5836,142525.5955,8.124,23737
s109,7,10,115.6437,147411.6598,28.4157,21836
s109,7,11,84.8364,151022.5716,21.7791,23358
s109,7,12,97.5888,164717.2335,25.4934,21837
s109,7,13,119.5803,170497.655,35.4928,22216
s109,7,14,45.3839,173050.7455,9.3941,24877
s109,7,15,60.1673,178353.0497,18.0681,24876
s109,7,16,173.685,187315.9299,48.4694,21069
s109,7,17,167.0868,189336.2497,48.3654,21830
s109,7,18,128.1582,190511.4242,42.6536,22596
s109,7,19,59.4004,192296.8976,25.4601,21839
s109,7,20,33.5826,192610.0632,3.9898,24116
s109,7,21,47.3607,193837.5346,16.8615,24117
s109,7,22,43.6878,196936.4063,14.3645,21461
s109,7,23,148.959,201358.473,49.7411,22975
s109,7,24,49.449,207447.6985,22.4732,21840
s109,7,25,63.4473,216903.9781,29.5578,23736
s109,7,26,49.0374,220572.2225,29.4956,24496
s109,7,27,28.0439,223268.1683,7.3106,21081
s109,7,28,32.2218,256026.7086,23.8633,21841
s109,7,29,122.5206,267668.8313,62.5754,22976
s109,7,30,163.4175,290079.9362,75.4742,23355
s109,7,31,137.1249,307193.5728,76.2532,23357
s109,7,32,124.5375,307214.7938,69.9422,24878
s109,7,33,120.382,312707.3409,74.4329,23738
s109,7,34,158.3388,319482.8018,79.1705,24875
s109,7,35,125.5581,331732.4496,76.8309,24498
s109,7,36,118.6569,347206.5268,83.4984,24118
s109,7,37,104.49,349093.1811,81.2004,23356
s109,7,38,185.9193,354669.6878,91.5038,24115
s109,7,39,147.7926,357553.7684,92.1044,21829
s109,7,40,138.4128,361413.7316,91.2949,23735
s109,7,41,121.3428,365720.1669,85.2625,24495
s109,7,42,195.4449,372098.9939,101.0202,21067
s109,7,43,183.9996,375311.1138,100.76,21449
s109,7,44,181.7893,398999.4852,103.1827,21068
s109,7,45,195.6393,422903.1384,114.8939,21827
s11,7,1,116.8101,78699.1961,6.0913,14091
s11,7,2,70.227,121303.6004,5.5063,12942
s11,7,3,34.9434,176421.0624,0.8133,13711
s11,8,1,112.8492,96467.0324,10.1503,12183
s11,8,2,74.2608,105840.0775,2.4906,13710
s11,9,1,118.1223,76505.0281,5.7535,13322
s11,9,2,106.5555,86314.2913,6.1322,12184
s11,9,3,81.3321,102855.2784,7.6002,12943
s11,9,4,77.7114,125254.616,12.6303,12563
s11,9,5,40.8969,159675.9888,1.664,12565
s11,9,6,26.2683,206435.8739,1.1047,13709
s11,10,1,49.0617,136158.7592,2.6801,13323
s11,10,2,44.4204,166692.7771,10.6014,12564
s11,10,3,28.6983,200206.7954,1.6172,12566
s11,10,4,14.1426,215687.6178,1.7419,12946
s11,10,5,11.3481,222127.0767,3.498,12944
s11,10,6,7.9461,225099.1617,4.3085,12945
s110,3,1,257.6772,16470.7458,2.8207,26772
s110,3,2,216.1485,19167.4426,5.8281,26774
s110,3,3,264.2868,20575.387,4.1861,26773
s110,3,4,172.6515,47420.4116,6.3991,27536
s110,4,1,276.3153,6453.9655,0.7829,27151
s110,4,2,284.6016,9216.2117,1.8446,27152
s110,4,3,212.5035,14781.9402,0.6787,27916
s110,4,4,197.2674,17328.1879,0.6364,27917
s110,4,5,189.7344,19083.9766,0.3674,27156
s110,4,6,190.269,26333.9102,2.3976,27155
s110,4,7,133.2426,27096.3922,5.8251,28297
s110,4,8,182.2014,35583.4632,4.1191,27535
s110,4,9,110.2977,59965.0166,3.5074,30199
s110,5,1,316.2645,5971.3553,2.1384,26771
s110,5,2,297.9423,7231.0061,1.7999,28676
s110,5,3,242.7084,8846.3415,0.1844,26391
s110,5,4,213.5484,9789.1297,3.1738,28677
s110,5,5,280.4706,10567.1908,2.0593,27150
s110,5,6,251.4321,19012.7605,3.2815,27914
s110,5,7,211.8717,22985.9934,2.8924,26393
s110,5,8,273.1806,23340.4848,5.2712,27153
s110,5,9,208.6641,23907.7136,6.8422,26775
s110,5,10,241.5906,24007.1585,4.2771,26770
s110,5,11,207.1575,26963.1575,3.8015,27534
s110,5,12,172.1655,28578.1223,1.2125,28296
s110,5,13,158.6547,35320.6697,1.7101,29815
s110,5,14,235.3698,37401.8465,7.6983,29056
s110,5,15,143.6373,37726.8649,4.0619,29817
s110,5,16,133.002,38859.9536,4.1491,26392
s110,5,17,126.9432,43311.365,2.2705,29818
s110,5,18,163.8792,44022.2642,4.6017,29814
s110,5,19,145.1682,54240.3553,5.0512,29435
s110,5,20,143.6859,55954.8562,5.2245,27154
s110,5,21,158.2706,56467.4223,9.9203,26394
s110,5,22,103.3722,58119.6932,1.6293,29819
s110,5,23,157.0752,58492.6545,7.8724,30194
s110,5,24,210.0006,62977.2853,13.7285,26776
s110,5,25,110.7837,63086.2271,4.4551,30198
s110,5,26,122.0832,69936.2742,8.5664,30200
s110,5,27,133.5285,78471.9825,13.1663,30197
s110,6,1,290.8224,8936.3303,1.9999,27913
s110,6,2,256.9968,9489.929,0.8917,27532
s110,6,3,233.8875,12642.3543,0.8912,26769
s110,6,4,208.6155,16678.0604,1.051,25253
s110,6,5,230.2182,17415.9813,2.0564,26768
s110,6,6,201.69,18383.1666,1.2582,28295
s110,6,7,214.2045,19329.4746,1.9821,27915
s110,6,8,266.3523,23171.1689,4.9709,27533
s110,6,9,277.9677,23438.4715,5.4762,26012
s110,6,10,169.9542,24968.9135,0.0088,28678
s110,6,11,212.7222,28268.6599,8.1825,26387
s110,6,12,151.5348,32947.0076,0.3561,29058
s110,6,13,197.0001,34391.2489,5.263,28675
s110,6,14,170.8404,36119.0737,6.9553,28298
s110,6,15,156.978,36856.133,1.9624,27918
s110,6,16,186.2352,37592.9829,5.0675,26388
s110,6,17,171.4122,37725.0432,3.6321,29057
s110,6,18,221.7618,38038.2721,7.3654,26389
s110,6,19,230.0967,39568.9372,8.093,25252
s110,6,20,124.2092,44243.8006,1.982,28299
s110,6,21,141.5718,52228.9405,3.7887,26395
s110,6,22,204.9827,52992.349,10.8672,28673
s110,6,23,125.4366,54080.829,1.0904,27920
s110,6,24,118.7906,54608.8497,3.7329,28301
s110,6,25,116.2998,57037.7892,0.0829,28302
s110,6,26,199.5273,57184.6956,11.7297,29055
s110,6,27,120.7224,57346.8624,1.0452,29062
s110,6,28,115.911,57716.7193,4.0087,29059
s110,6,29,128.1582,58629.0667,6.6889,29438
s110,6,30,136.5417,59006.492,8.4562,28682
s110,6,31,182.6874,59078.5241,10.5745,26390
s110,6,32,268.515,60196.8353,15.1484,25251
s110,6,33,162.6399,61147.592,12.9666,29434
s110,6,34,154.2807,61583.6963,12.2558,29437
s110,6,35,99.0711,64524.6127,2.4298,29820
s110,6,36,116.0568,66152.5461,6.3381,29060
s110,6,37,124.4646,68557.5778,8.6632,28679
s110,6,38,100.845,69825.0182,0.5018,29061
s110,6,39,105.4863,71500.3662,5.698,27919
s110,6,40,125.4609,75389.164,6.9061,26386
s110,6,41,173.5749,77212.0255,14.615,29054
s110,6,42,99.9459,78009.7526,2.55,29440
s110,6,43,156.9537,79434.2399,13.5711,29436
s110,6,44,94.77,79903.9842,1.5252,29439
s110,6,45,113.6997,80128.9817,5.8637,27921
s110,6,46,114.7932,84095.5738,7.1625,27922
s110,6,47,80.3115,89660.0207,3.6979,28681
s110,6,48,179.1153,90924.7254,22.7223,25254
s110,6,49,79.4124,91288.3565,3.8742,28300
s110,6,50,137.5866,104658.338,21.113,26396
s110,6,51,71.0775,105041.4688,5.1427,28680
s110,6,52,133.0547,107486.4893,17.4248,29053
s110,6,53,144.7308,107655.4542,19.5308,29816
s110,6,54,90.3231,111931.2659,8.9349,29433
s110,6,55,141.912,112448.6109,24.0961,30196
s110,6,56,166.4064,113160.4701,27.5245,25634
s110,6,57,70.1298,119434.0338,8.7853,30201
s110,6,58,47.2149,127090.4542,2.3446,29441
s110,6,59,178.3134,134069.1099,30.5905,29813
s110,6,60,162.3483,135710.7032,29.4534,30195
s110,6,61,30.7881,183474.4759,2.7736,29821
s110,6,62,222.3936,252518.3361,65.8781,30193
s110,6,63,254.6154,273260.8416,72.7341,26013
s110,6,64,258.2604,300182.7054,80.2114,27530
s110,6,65,265.4289,314727.4552,84.4446,26011
s110,6,66,250.4844,331534.8169,88.4718,25631
s110,7,1,304.3575,5036.8627,1.4403,28294
s110,7,2,174.0366,53013.7704,8.0619,28674
s110,7,3,83.7378,109011.5763,9.9954,26385
s110,7,4,77.0796,132751.4205,14.4866,25257
s110,7,5,274.1769,212986.2438,57.0252,28293
s110,7,6,84.321,225060.7877,41.816,25256
s110,7,7,196.6113,243144.893,62.152,26015
s110,7,8,243.2187,245921.21,64.8543,27912
s110,7,9,141.5475,249022.545,57.45,26016
s110,7,10,234.9567,255900.1448,67.268,26014
s110,7,11,195.0804,263565.094,67.5687,25635
s110,7,12,168.7635,270460.0715,66.8366,29432
s110,7,13,260.1558,274173.702,73.1892,27531
s110,7,14,121.3785,285072.3153,63.2768,25636
s110,7,15,220.8141,294941.2191,77.3882,25633
s110,7,16,161.3277,296524.4672,73.2064,25255
s110,7,17,247.2525,311199.7212,82.806,25632
s110,7,18,252.9144,326606.9649,87.2184,27529
s110,7,19,239.2092,334457.8504,88.8492,27149
s110,7,20,162.9558,411115.4013,104.6172,26767
s110,8,1,114.0642,322199.1686,71.9492,27911
s111,3,1,249.5853,6018.1837,3.4869,31721
s111,4,1,163.0773,37898.6733,6.67,31720
s111,4,2,80.4087,84248.9535,2.2512,31345
s111,5,1,265.6476,9653.1642,1.2583,32101
s111,5,2,158.9045,37621.3128,6.1801,32100
s111,5,3,131.8635,57636.963,3.3361,31336
s111,5,4,120.9168,61951.7317,6.1574,30580
s111,5,5,103.2507,65378.4344,3.5847,30579
s111,5,6,102.6675,66043.518,3.6502,30960
s111,5,7,89.0352,83423.4932,0.7772,30965
s111,5,8,106.5798,85004.265,9.5976,31341
s111,5,9,82.9845,85905.1379,3.4699,30957
s111,5,10,82.4499,92776.8283,5.1847,31722
s111,5,11,78.4161,94083.6247,4.3398,30578
s111,5,12,72.2925,96444.2296,3.16,30958
s111,5,13,75.8889,111781.786,8.4135,32106
s111,6,1,179.4526,27779.3281,5.5359,31717
s111,6,2,122.5767,52879.7052,4.013,31344
s111,6,3,116.0325,60348.465,0.9327,30584
s111,6,4,128.5956,65891.1493,4.9383,30964
s111,6,5,93.7008,70134.3248,2.3604,31343
s111,6,6,105.9966,70619.2467,5.559,31340
s111,6,7,101.2338,71119.3834,4.7498,32102
s111,6,8,89.9343,75950.6253,2.8249,31342
s111,6,9,109.1799,77294.7242,8.0114,30962
s111,6,10,76.9095,81752.166,0.5283,31339
s111,6,11,83.1789,83235.7652,2.7999,30959
s111,6,12,79.0965,83825.6078,1.745,32104
s111,6,13,77.3812,85607.0691,1.72,32485
s111,6,14,99.2169,86938.487,8.5856,31723
s111,6,15,81.3503,87700.7018,3.4729,32481
s111,6,16,109.829,88495.6831,11.1948,32480
s111,6,17,85.293,88667.71,1.0929,31725
s111,6,18,105.3891,88968.4785,10.4423,30961
s111,6,19,72.7948,90677.4782,1.7369,32482
s111,6,20,73.4059,94272.56,2.8993,32483
s111,6,21,79.4124,95774.7783,5.0977,31338
s111,6,22,69.1238,98794.691,2.8573,32099
s111,6,23,79.8498,98989.0926,2.2866,30585
s111,6,24,79.4853,100601.4079,6.4356,32103
s111,6,25,94.1625,101050.2687,7.1109,30582
s111,6,26,68.5134,103265.5945,0.077,32484
s111,6,27,81.3698,107103.181,4.952,31718
s111,6,28,100.2375,109263.4438,11.1362,30581
s111,6,29,78.2081,116102.0659,10.2823,31337
s111,6,30,96.3981,118070.5248,16.236,30577
s111,6,31,64.5894,118452.9065,3.05,30583
s111,6,32,83.1789,119931.4576,8.989,30963
s111,6,33,95.5862,134240.8393,20.4039,30956
s111,6,34,42.5979,149864.2017,4.3539,32864
s111,6,35,109.4958,150856.1279,24.3166,32861
s111,6,36,164.6325,156660.9575,35.3933,30575
s111,6,37,112.8006,174284.0415,31.3616,30576
s111,6,38,91.854,184369.5804,29.1448,31719
s111,6,39,118.3896,196125.1525,42.2451,32098
s111,6,40,151.875,215450.9844,53.977,30955
s111,6,41,200.8152,267607.694,69.1898,31335
s111,6,42,182.007,272599.7632,68.7347,30954
s111,6,43,123.3225,278370.5481,65.6529,32479
s111,7,1,110.9781,79011.3807,8.8365,31724
s111,7,2,89.9343,85433.1565,1.593,32105
s111,7,3,79.3711,94163.6083,0.8282,32486
s111,7,4,46.3156,145266.6515,6.4829,32866
s111,7,5,71.5392,156678.1467,15.5438,32862
s111,7,6,27.8721,187065.3455,1.0995,32865
s111,7,7,83.8836,193633.6479,29.2977,32863
s111,7,8,189.7344,252569.9756,64.0396,30574
s111,7,9,147.987,260908.6515,65.7876,32860
s111,7,10,111.7557,263985.3348,59.4337,33241
s111,7,11,176.1264,283639.7092,71.1616,31716
s111,7,12,151.3161,312144.8771,80.2901,32478
s112,2,1,197.559,18768.229,1.058,25269
s112,2,2,164.0493,20664.1241,2.0666,23368
s112,2,3,245.5515,29963.4234,6.0489,24889
s112,2,4,235.0539,46159.8028,10.0749,24509
s112,2,5,137.9268,48432.6536,2.0298,23748
s112,2,6,122.5449,54696.8401,0.6844,22607
s112,2,7,105.8994,68281.1118,1.0842,26030
s112,2,8,95.36,71837.4178,3.3189,26411
s112,2,9,102.4731,72592.0994,5.3975,22227
s112,2,10,52.4637,120396.9638,3.7871,26031
s112,2,11,43.9587,140346.142,2.9966,25270
s112,3,1,228.4686,10130.2392,0.0044,26791
s112,3,2,191.5083,10580.451,2.0424,26410
s112,3,3,155.0826,35915.2383,5.3355,22988
s112,3,4,163.6605,38355.535,3.0346,21085
s112,3,5,171.8982,40946.8941,8.3768,22987
s112,3,6,153.7704,45075.186,7.7032,24129
s112,3,7,130.5991,47261.2052,4.0735,21466
s112,3,8,131.6258,48134.5006,4.5154,21465
s112,3,9,102.8862,83499.8412,8.454,21846
s112,3,10,75.0384,86312.5482,1.2147,25650
s112,3,11,84.8313,90606.5349,1.4841,24890
s112,3,12,69.4737,101964.6923,0.0082,25651
s112,4,1,272.3058,9131.6724,1.3639,23742
s112,4,2,119.6271,19632.1836,2.3785,27171
s112,4,3,124.5861,37382.9905,0.1859,26790
s112,4,4,135.1566,49443.1573,5.5733,21847
s112,4,5,132.1434,58195.8001,7.3619,26029
s112,4,6,129.4983,63861.0034,4.5639,21845
s112,4,7,110.4435,64622.6789,4.8065,23367
s112,4,8,121.4757,70256.2119,8.533,23747
s112,4,9,94.1625,71074.215,2.7542,25649
s112,4,10,90.2988,74247.687,2.469,25271
s112,4,11,92.2185,84211.3765,1.94,22226
s112,4,12,81.0162,86333.2715,3.0005,22984
s112,4,13,86.994,87746.092,5.166,26786
s112,4,14,88.8894,96276.0185,4.2387,22606
s112,4,15,84.0369,103330.3224,8.5352,23743
s112,4,16,59.4074,106269.0196,2.0022,27167
s112,4,17,58.3606,109288.9322,2.514,26405
s112,4,18,50.5683,130165.266,5.8865,26025
s112,5,1,201.8358,17569.7336,1.0418,21844
s112,5,2,172.7244,41049.8272,8.4869,23362
s112,5,3,109.6348,50890.1069,0.9011,27551
s112,5,4,116.7858,59024.7674,4.5391,22224
s112,5,5,107.1229,59754.7876,2.8198,22983
s112,5,6,122.5206,62007.386,2.6731,23749
s112,5,7,102.1487,62593.8096,2.6065,23363
s112,5,8,100.0188,67565.3361,3.5394,24510
s112,5,9,99.5085,71167.7053,0.5539,24891
s112,5,10,140.9157,74135.3821,13.4502,27544
s112,5,11,100.2105,74911.3267,5.5807,26409
s112,5,12,99.2439,75286.3259,1.5982,22225
s112,5,13,84.8157,77393.3518,1.6941,25648
s112,5,14,113.5296,77867.1309,9.031,22604
s112,5,15,100.5534,81043.1092,3.5031,27164
s112,5,16,91.7315,85033.4239,2.0192,25647
s112,5,17,76.6665,91752.5101,3.1831,22608
s112,5,18,77.2854,92453.8271,3.5586,26785
s112,5,19,82.6929,93438.8762,1.6197,26784
s112,5,20,73.5318,99286.8945,4.3042,23364
s112,5,21,67.3236,102533.1778,3.3408,26787
s112,5,22,61.0416,104251.7281,1.9387,23365
s112,5,23,56.5731,105872.4677,1.05,27546
s112,5,24,58.1552,113927.0942,3.7176,26408
s112,5,25,80.5866,116323.359,11.051,22605
s112,5,26,75.0335,117602.7754,9.7462,23744
s112,5,27,53.9703,120529.6196,4.2719,22985
s112,5,28,58.1499,122704.0296,6.1096,26404
s112,5,29,68.8742,124509.2922,5.9776,26027
s112,5,30,57.4605,124586.8042,6.4177,27548
s112,5,31,46.5831,126753.5964,1.6778,27547
s112,5,32,55.5012,127864.2912,2.9102,26406
s112,5,33,50.5197,128730.8986,1.6631,25646
s112,5,34,58.806,139029.2091,10.7569,23745
s112,5,35,44.514,140868.7324,3.6443,27166
s112,5,36,48.2841,143075.275,3.8587,22986
s112,5,37,49.9608,145304.5825,9.8101,23366
s112,5,38,61.8678,147207.9015,13.899,23746
s112,5,39,61.6977,147489.5335,10.1073,26026
s112,5,40,43.8372,148568.6859,5.1283,27165
s112,5,41,42.5969,155661.1102,2.116,25645
s112,5,42,39.0217,161942.8453,0.5759,27168
s112,5,43,40.7511,172580.2327,8.8682,27545
s112,5,44,21.4516,229404.8587,6.8034,26407
s112,6,1,203.4163,51849.6865,14.2667,27543
s112,6,2,133.3098,52301.5242,5.9861,21464
s112,6,3,130.7741,53201.6511,1.9103,21086
s112,6,4,128.5113,62536.3993,7.8245,22982
s112,6,5,136.4688,65157.7917,6.3014,21082
s112,6,6,178.7576,67171.2688,16.2092,27163
s112,6,7,145.2078,67623.1294,8.7086,22223
s112,6,8,92.2185,69006.7427,1.6115,21090
s112,6,9,93.5307,70133.8037,2.3096,23369
s112,6,10,149.9067,75068.649,15.4897,26783
s112,6,11,80.2913,81369.1744,1.431,27170
s112,6,12,145.828,82420.8505,16.6849,22603
s112,6,13,90.4203,89011.1997,6.5313,21084
s112,6,14,84.1509,102900.74,8.452,27550
s112,6,15,66.096,106004.7065,3.9219,21469
s112,6,16,63.7931,108299.9766,3.862,21467
s112,6,17,62.0136,108976.6761,3.5166,21089
s112,6,18,64.1763,110446.846,4.5616,21470
s112,6,19,56.133,110807.6439,2.2648,24511
s112,6,20,62.296,111420.3886,4.2671,26789
s112,6,21,62.1837,112734.425,0.7742,21087
s112,6,22,58.3443,114321.1855,3.8814,26788
s112,6,23,61.8192,115737.5879,1.4846,21849
s112,6,24,53.9946,119351.1856,0.14,21088
s112,6,25,65.2662,131742.8742,10.6936,26028
s112,6,26,42.8652,141622.0388,2.3495,22228
s112,6,27,44.2831,143936.8994,4.2709,21468
s112,6,28,107.7705,149446.7606,27.4076,26403
s112,6,29,151.2114,158902.3286,34.6723,22602
s112,6,30,35.4265,161166.7288,0.9108,27169
s112,6,31,37.1547,166124.3896,0.0174,21848
s112,6,32,40.5324,174276.0847,5.3138,21083
s112,6,33,45.198,186124.9194,16.6082,21462
s112,6,34,23.7654,199394.8753,0.7251,27549
s112,7,1,69.4251,94602.5252,1.8039,22229
s112,7,2,160.0143,100018.0562,19.4882,21843
s112,7,3,69.2674,109171.3992,1.912,21463
s112,7,4,54.5205,110059.8211,1.5806,22609
s112,7,5,95.1199,110310.3802,9.9213,22222
s112,7,6,55.9629,113970.4077,3.0766,24130
s112,7,7,57.3966,116879.8747,4.297,24131
s112,7,8,43.983,136073.6582,1.8535,23750
s112,7,9,45.6597,138957.1103,0.3477,23370
s112,7,10,64.5165,182496.2149,20.4931,21842
s112,7,11,32.4648,183991.8615,0.6225,22989
s112,7,12,26.7786,197759.5899,3.0209,23751
s112,7,13,21.384,212807.5314,2.2158,23371
s113,4,1,111.6138,59709.6794,3.6991,29447
s113,4,2,93.8709,78407.2347,4.6671,29067
s113,4,3,93.3849,79006.0658,0.8678,28306
s113,4,4,88.695,85927.1069,1.3586,31730
s113,4,5,70.7871,88272.9147,0.4834,28689
s113,4,6,63.8118,100148.699,1.6447,28687
s113,4,7,66.6063,110137.117,1.3829,31726
s113,4,8,58.32,116703.05,0.7059,27926
s113,5,1,123.5451,56909.8099,5.3042,28686
s113,5,2,109.5928,59484.9565,3.2366,29065
s113,5,3,112.2541,59776.1403,0.0265,27931
s113,5,4,115.7295,59989.9852,4.5926,29446
s113,5,5,84.7827,74799.7222,0.9769,32110
s113,5,6,101.1852,77143.3971,6.3829,29066
s113,5,7,85.6439,78137.9672,2.1437,28308
s113,5,8,82.0463,79119.3445,1.34,28310
s113,5,9,81.3078,79222.6724,1.1483,32490
s113,5,10,79.9227,79679.5381,0.8604,28305
s113,5,11,91.3923,80213.7817,0.6038,28691
s113,5,12,96.957,86512.8231,7.7965,27925
s113,5,13,93.0316,87311.7835,3.0276,28685
s113,5,14,75.0916,87682.2169,1.6041,30206
s113,5,15,71.2831,89687.6637,1.0169,28307
s113,5,16,79.7526,90821.2321,3.8481,29069
s113,5,17,80.8947,91935.138,0.6742,30966
s113,5,18,72.3168,93828.8861,2.454,32870
s113,5,19,76.0954,94024.1661,3.6325,29826
s113,5,20,75.8403,95340.4156,0.0976,29448
s113,5,21,78.9714,96105.7582,1.2387,29445
s113,5,22,76.2048,96484.0156,0.518,27927
s113,5,23,78.5425,98198.6843,1.6818,27928
s113,5,24,60.1425,102566.3656,1.2113,28309
s113,5,25,64.5765,104169.3256,2.9689,29827
s113,5,26,59.4159,109968.1954,3.0135,29828
s113,5,27,74.8926,110803.5601,4.0323,29068
s113,5,28,50.934,112393.8082,1.1491,32109
s113,5,29,52.2207,115623.5259,2.413,29450
s113,5,30,51.1515,123582.1049,4.2649,30207
s113,5,31,59.1219,125211.0745,3.2648,30588
s113,5,32,50.6356,127586.2491,5.2033,29825
s113,5,33,48.2309,132509.8201,0.9291,29449
s113,5,34,55.8657,133629.972,8.4089,27929
s113,5,35,44.2447,145698.7977,0.8986,28688
s113,5,36,31.59,182838.1808,3.3297,30208
s113,5,37,30.9339,189053.7789,4.4277,29829
s113,5,38,10.8094,220519.9102,3.0597,30589
s113,6,1,132.0557,37823.0515,1.7888,28684
s113,6,2,129.519,52227.0801,1.3954,28303
s113,6,3,114.4948,58492.8466,0.1214,29442
s113,6,4,127.0385,58885.7085,2.7188,28304
s113,6,5,159.6274,59765.6763,8.4729,27923
s113,6,6,119.7018,65236.7908,2.9942,29063
s113,6,7,91.916,66901.6456,0.9473,32487
s113,6,8,150.5871,67664.362,9.7295,27924
s113,6,9,101.7562,69584.8377,0.6172,28311
s113,6,10,104.8385,70025.2247,1.3492,30587
s113,6,11,91.1644,70277.1828,1.644,30967
s113,6,12,102.4002,72786.5456,1.6182,27930
s113,6,13,100.751,76890.1312,6.2277,29443
s113,6,14,90.2497,78329.1201,3.5674,32107
s113,6,15,80.8461,80943.3874,1.48,31349
s113,6,16,91.9755,81896.3341,1.2363,32111
s113,6,17,108.0621,83301.7443,5.6098,28683
s113,6,18,91.9962,83592.1195,1.7049,29064
s113,6,19,85.0852,83781.8364,3.5165,31347
s113,6,20,84.6369,84174.8297,3.4901,31729
s113,6,21,94.9401,84505.0106,2.8305,31346
s113,6,22,84.321,88323.6275,0.7096,29071
s113,6,23,72.414,88403.0382,1.0033,29822
s113,6,24,80.1613,88412.6647,3.313,32108
s113,6,25,86.9976,88968.8311,1.6826,28690
s113,6,26,86.6781,91237.629,6.024,32488
s113,6,27,72.4385,91270.831,1.7927,30586
s113,6,28,83.3247,91307.1868,1.2265,30202
s113,6,29,84.1023,91694.2239,1.5637,30204
s113,6,30,80.8218,92025.776,4.495,31731
s113,6,31,78.9439,93188.9958,4.253,29444
s113,6,32,77.517,93328.7895,0.0484,32489
s113,6,33,70.9074,94706.8537,2.2737,32869
s113,6,34,72.6327,95655.7498,3.0463,29823
s113,6,35,73.699,97526.2639,3.8739,31728
s113,6,36,76.788,97562.5605,0.9858,29451
s113,6,37,66.6549,99065.9737,2.1961,30970
s113,6,38,74.5767,99370.8217,0.8204,31350
s113,6,39,76.4235,102594.204,2.2494,30203
s113,6,40,69.8209,103783.1489,4.4253,31727
s113,6,41,58.6116,108724.2537,2.4347,33249
s113,6,42,64.5408,109340.1949,0.5505,32491
s113,6,43,63.3999,109541.4448,0.2657,31348
s113,6,44,58.6267,109705.3953,2.7068,29070
s113,6,45,65.1126,111008.9536,1.1759,30968
s113,6,46,57.8826,111655.6656,3.017,33250
s113,6,47,60.5799,111672.508,3.8249,29824
s113,6,48,62.7669,117321.7327,6.0167,33629
s113,6,49,65.5614,121501.9258,4.171,32871
s113,6,50,53.8488,124853.7713,1.5971,30205
s113,6,51,48.1869,129527.3324,3.8935,29831
s113,6,52,42.0358,142474.1511,1.8272,30969
s113,6,53,35.6724,166419.3404,2.5669,29830
s113,6,54,35.7691,168413.6532,3.1988,30211
s113,6,55,14.1817,220711.9574,3.1121,30209
s113,6,56,13.2406,223865.2594,3.972,30590
s113,7,1,84.1995,84592.3999,3.4738,32867
s113,7,2,60.8958,101221.2,1.0688,32868
s113,7,3,63.666,115345.0053,1.9275,33630
s113,7,4,42.7437,143134.9803,2.6515,33248
s113,7,5,39.9492,175800.1928,9.0166,34010
s114,1,1,220.3767,11519.2875,0.082,37380
s114,1,2,219.2832,26095.3569,4.0162,37760
s114,1,3,276.2424,120856.4436,31.9781,32441
s114,2,1,255.0042,7036.6218,0.1485,37763
s114,2,2,214.6419,15554.1072,0.9688,37381
s114,2,3,232.6725,16225.1901,1.823,37761
s114,2,4,218.8944,16342.7074,1.3422,37382
s114,2,5,249.6096,23191.9224,4.3533,37762
s114,2,6,176.5881,40684.8292,8.7709,33208
s114,2,7,135.5697,55310.7291,3.4375,33207
s114,2,8,260.063,64589.4371,16.0316,32823
s114,2,9,225.9171,187864.5502,48.378,32061
s114,3,1,273.5937,6474.5166,0.6872,37764
s114,3,2,231.5304,11725.0731,0.5533,37383
s114,3,3,297.5535,11766.9484,3.0224,39283
s114,3,4,251.4321,15420.5789,2.3019,38141
s114,3,5,205.1892,23285.3363,2.7253,38145
s114,3,6,211.167,27060.4447,3.9773,38144
s114,3,7,287.1774,31986.4568,8.15,38140
