t,st,rps_all,rps_solar,rps_wind
2028,NV,0.369308476,0,0
2029,NV,0.369439524,0,0
2030,NV,0.442302023,0,0
2031,NV,0.442409243,0,0
2032,NV,0.442509068,0,0
2033,NV,0.442616108,0,0
2034,NV,0.442735699,0,0
2035,NV,0.442861098,0,0
2036,NV,0.442988531,0,0
2037,NV,0.443117965,0,0
2038,NV,0.443252112,0,0
2039,NV,0.443380273,0,0
2040,NV,0.443498704,0,0
2041,NV,0.443498704,0,0
2042,NV,0.443498704,0,0
2043,NV,0.443498704,0,0
2044,NV,0.443498704,0,0
2045,NV,0.443498704,0,0
2046,NV,0.443498704,0,0
2047,NV,0.443498704,0,0
2048,NV,0.443498704,0,0
2049,NV,0.443498704,0,0
2050,NV,0.443498704,0,0
2010,NY,0.0136,0,0
2011,NY,0.0256,0,0
2012,NY,0.0377,0,0
2013,NY,0.0377,0,0
2014,NY,0.05,0,0
2015,NY,0.071400106,0,0
2016,NY,0.071745261,0,0
2017,NY,0.291532455,0,0
2018,NY,0.291179712,0,0
2019,NY,0.305947088,0,0
2020,NY,0.32433877,0,0
2021,NY,0.340760167,0,0
2022,NY,0.385392301,0,0
2023,NY,0.429971303,0,0
2024,NY,0.475523764,0,0
2025,NY,0.520780369,0,0
2026,NY,0.566301785,0,0
2027,NY,0.610860313,0,0
2028,NY,0.655744755,0,0
2029,NY,0.699322288,0,0
2030,NY,0.745111268,0,0
2031,NY,0.745111268,0,0
2032,NY,0.745111268,0,0
2033,NY,0.745111268,0,0
2034,NY,0.745111268,0,0
2035,NY,0.745111268,0,0
2036,NY,0.745111268,0,0
2037,NY,0.745111268,0,0
2038,NY,0.745111268,0,0
2039,NY,0.745111268,0,0
2040,NY,0.745111268,0,0
2041,NY,0.745111268,0,0
2042,NY,0.745111268,0,0
2043,NY,0.745111268,0,0
2044,NY,0.745111268,0,0
2045,NY,0.745111268,0,0
2046,NY,0.745111268,0,0
2047,NY,0.745111268,0,0
2048,NY,0.745111268,0,0
2049,NY,0.745111268,0,0
2050,NY,0.745111268,0,0
2010,OH,0.0045,0,0
2011,OH,0.0088,0,0
2012,OH,0.0132,0,0
2013,OH,0.0182,0,0
2014,OH,0.02,0,0
2015,OH,0.022732757,0,0
2016,OH,0.022352844,0,0
2017,OH,0.031860362,0.001365444,0
2018,OH,0.0392757,0.001571028,0
2019,OH,0.049031474,0.001961259,0
2020,OH,0.048222596,0,0
2021,OH,0.052929236,0,0
2022,OH,0.057094129,0,0
2023,OH,0.061475005,0,0
2024,OH,0.065891695,0,0
2025,OH,0.070300432,0,0
2026,OH,0.074615966,0,0
2027,OH,0,0,0
2028,OH,0,0,0
2029,OH,0,0,0
2030,OH,0,0,0
2031,OH,0,0,0
2032,OH,0,0,0
2033,OH,0,0,0
2034,OH,0,0,0
2035,OH,0,0,0
2036,OH,0,0,0
2037,OH,0,0,0
2038,OH,0,0,0
2039,OH,0,0,0
2040,OH,0,0,0
2041,OH,0,0,0
2042,OH,0,0,0
2043,OH,0,0,0
2044,OH,0,0,0
2045,OH,0,0,0
2046,OH,0,0,0
2047,OH,0,0,0
2048,OH,0,0,0
2049,OH,0,0,0
2050,OH,0,0,0
2011,OR,0.0373,0,0
2012,OR,0.0373,0,0
2013,OR,0.0371,0,0
2014,OR,0.0369,0,0
2015,OR,0.104956713,0,0
2016,OR,0.1046306,0,0
2017,OR,0.099902141,0.000238493,0
2018,OR,0.099901695,0.000238939,0
2019,OR,0.09990078,0.000239854,0
2020,OR,0.136766637,0.000233996,0
2021,OR,0.136769466,0.000231168,0
2022,OR,0.136770753,0.00022988,0
2023,OR,0.136771994,0.00022864,0
2024,OR,0.136773208,0.000227426,0
2025,OR,0.194886519,0.000226531,0
2026,OR,0.194887275,0.000225774,0
2027,OR,0.194888098,0.000224952,0
2028,OR,0.194889516,0.000223533,0
2029,OR,0.19489046,0.00022259,0
2030,OR,0.251334572,0.00022199,0
2031,OR,0.251335303,0.000221259,0
2032,OR,0.251336082,0.00022048,0
2033,OR,0.251336964,0.000219598,0
2034,OR,0.251338348,0.000218214,0
2035,OR,0.316674451,0.000216819,0
2036,OR,0.316675759,0.000215511,0
2037,OR,0.316677333,0.000213937,0
2038,OR,0.316679031,0.000212238,0
2039,OR,0.316680728,0.000210542,0
2040,OR,0.347609744,0.000208985,0
2041,OR,0.347609744,0.000208985,0
2042,OR,0.347609744,0.000208985,0
2043,OR,0.347609744,0.000208985,0
2044,OR,0.347609744,0.000208985,0
2045,OR,0.347609744,0.000208985,0
2046,OR,0.347609744,0.000208985,0
2047,OR,0.347609744,0.000208985,0
2048,OR,0.347609744,0.000208985,0
2049,OR,0.347609744,0.000208985,0
2050,OR,0.347609744,0.000208985,0
2010,PA,0.0361,0,0
2011,PA,0.041,0,0
2012,PA,0.0461,0,0
2013,PA,0.0509,0,0
2014,PA,0.052,0,0
2015,PA,0.053616833,0,0
2016,PA,0.05854408,0,0
2017,PA,0.059483593,0.002907756,0
2018,PA,0.061446814,0.003214141,0
2019,PA,0.06936185,0.003864446,0
2020,PA,0.072328762,0.004275112,0
2021,PA,0.077805198,0.004862825,0
2022,PA,0.077769732,0.004860608,0
2023,PA,0.07776949,0.004860593,0
2024,PA,0.077909218,0.004869326,0
2025,PA,0.077828038,0.004864252,0
2026,PA,0.0778455,0.004865344,0
2027,PA,0.077686599,0.004855412,0
2028,PA,0.077752871,0.004859554,0
2029,PA,0.077615567,0.004850973,0
2030,PA,0.077857637,0.004866102,0
2031,PA,0.077807062,0.004862941,0
2032,PA,0.077807119,0.004862945,0
2033,PA,0.077813689,0.004863356,0
2034,PA,0.077809479,0.004863092,0
2035,PA,0.077700921,0.004856308,0
2036,PA,0.077607796,0.004850487,0
2037,PA,0.077672833,0.004854552,0
2038,PA,0.077604635,0.00485029,0
2039,PA,0.077598508,0.004849907,0
2040,PA,0.077624503,0.004851531,0
2041,PA,0.077624503,0.004851531,0
2042,PA,0.077624503,0.004851531,0
2043,PA,0.077624503,0.004851531,0
2044,PA,0.077624503,0.004851531,0
2045,PA,0.077624503,0.004851531,0
2046,PA,0.077624503,0.004851531,0
2047,PA,0.077624503,0.004851531,0
2048,PA,0.077624503,0.004851531,0
2049,PA,0.077624503,0.004851531,0
2050,PA,0.077624503,0.004851531,0
2010,RI,0.0447,0,0
2011,RI,0.0546,0,0
2012,RI,0.0645,0,0
2013,RI,0.0745,0,0
2014,RI,0.0844,0,0
2015,RI,0.085412069,0,0
2016,RI,0.101589267,0,0
2017,RI,0.114125447,0,0
2018,RI,0.129011375,0,0
2019,RI,0.143897303,0,0
2020,RI,0.158783231,0,0
2021,RI,0.173669159,0,0
2022,RI,0.188555087,0,0
2023,RI,0.203441015,0,0
2024,RI,0.218326942,0,0
2025,RI,0.23321287,0,0
2026,RI,0.248098798,0,0
2027,RI,0.262984726,0,0
2028,RI,0.277870654,0,0
2029,RI,0.292756582,0,0
2030,RI,0.30764251,0,0
2031,RI,0.322528438,0,0
2032,RI,0.337414366,0,0
2033,RI,0.352300293,0,0
2034,RI,0.367186221,0,0
2035,RI,0.382072149,0,0
2036,RI,0.382072149,0,0
2037,RI,0.382072149,0,0
2038,RI,0.382072149,0,0
2039,RI,0.382072149,0,0
2040,RI,0.382072149,0,0
2041,RI,0.382072149,0,0
2042,RI,0.382072149,0,0
2043,RI,0.382072149,0,0
2044,RI,0.382072149,0,0
2045,RI,0.382072149,0,0
2046,RI,0.382072149,0,0
2047,RI,0.382072149,0,0
2048,RI,0.382072149,0,0
2049,RI,0.382072149,0,0
2050,RI,0.382072149,0,0
2010,TX,0.0244,0,0
2011,TX,0.0303,0,0
2012,TX,0.033,0,0
2013,TX,0.0392,0,0
2014,TX,0.0402,0,0
2015,TX,0.044884903,0,0
2016,TX,0.04580428,0,0
2017,TX,0.044890045,0,0
2018,TX,0.042736245,0,0
2019,TX,0.04233135,0,0
2020,TX,0.041562687,0,0
2021,TX,0.041009262,0,0
2022,TX,0.04050331,0,0
2023,TX,0.040184552,0,0
2024,TX,0.039793255,0,0
2025,TX,0.039446917,0,0
2026,TX,0.039261439,0,0
2027,TX,0.038944609,0,0
2028,TX,0.038630711,0,0
2029,TX,0.038272616,0,0
2030,TX,0.037990934,0,0
2031,TX,0.03765375,0,0
2032,TX,0.037381386,0,0
2033,TX,0.037038744,0,0
2034,TX,0.036747522,0,0
2035,TX,0.036429593,0,0
2036,TX,0.036044816,0,0
2037,TX,0.035759456,0,0
2038,TX,0.035435968,0,0
2039,TX,0.035121304,0,0
2040,TX,0.03477614,0,0
2041,TX,0.03477614,0,0
2042,TX,0.03477614,0,0
2043,TX,0.03477614,0,0
2044,TX,0.03477614,0,0
2045,TX,0.03477614,0,0
2046,TX,0.03477614,0,0
2047,TX,0.03477614,0,0
2048,TX,0.03477614,0,0
2049,TX,0.03477614,0,0
2050,TX,0.03477614,0,0
2017,VT,0.55,0,0
2018,VT,0.55,0,0
2019,VT,0.55,0,0
2020,VT,0.59,0,0
2021,VT,0.59,0,0
2022,VT,0.59,0,0
2023,VT,0.63,0,0
2024,VT,0.63,0,0
2025,VT,0.63,0,0
2026,VT,0.67,0,0
2027,VT,0.67,0,0
2028,VT,0.67,0,0
2029,VT,0.71,0,0
2030,VT,0.71,0,0
2031,VT,0.71,0,0
2032,VT,0.75,0,0
2033,VT,0.75,0,0
2034,VT,0.75,0,0
2035,VT,0.75,0,0
2036,VT,0.75,0,0
2037,VT,0.75,0,0
2038,VT,0.75,0,0
2039,VT,0.75,0,0
2040,VT,0.75,0,0
2041,VT,0.75,0,0
2042,VT,0.75,0,0
2043,VT,0.75,0,0
2044,VT,0.75,0,0
2045,VT,0.75,0,0
2046,VT,0.75,0,0
2047,VT,0.75,0,0
2048,VT,0.75,0,0
2049,VT,0.75,0,0
2050,VT,0.75,0,0
2012,WA,0.024,0,0
2013,WA,0.0236,0,0
2014,WA,0.0236,0,0
2015,WA,0.02411829,0,0
2016,WA,0.072130986,0,0
2017,WA,0.071623743,0,0
2018,WA,0.07310726,0,0
2019,WA,0.074818786,0,0
2020,WA,0.121307582,0,0
2021,WA,0.121109175,0,0
2022,WA,0.12266942,0,0
2023,WA,0.123092956,0,0
2024,WA,0.123114526,0,0
2025,WA,0.123289859,0,0
2026,WA,0.123448823,0,0
2027,WA,0.123447903,0,0
2028,WA,0.123099073,0,0
2029,WA,0.123193066,0,0
2030,WA,0.123510855,0,0
2031,WA,0.123531295,0,0
2032,WA,0.123466011,0,0
2033,WA,0.123392606,0,0
2034,WA,0.123077566,0,0
2035,WA,0.122924337,0,0
2036,WA,0.122963694,0,0
2037,WA,0.122828627,0,0
2038,WA,0.122671464,0,0
2039,WA,0.122625663,0,0
2040,WA,0.122696736,0,0
2041,WA,0.122696736,0,0
2042,WA,0.122696736,0,0
2043,WA,0.122696736,0,0
2044,WA,0.122696736,0,0
2045,WA,0.122696736,0,0
2046,WA,0.122696736,0,0
2047,WA,0.122696736,0,0
2048,WA,0.122696736,0,0
2049,WA,0.122696736,0,0
2050,WA,0.122696736,0,0
2010,WI,0.0604,0,0
2011,WI,0.0598,0,0
2012,WI,0.0592,0,0
2013,WI,0.0597,0,0
2014,WI,0.0596,0,0
2015,WI,0.100971919,0,0
2016,WI,0.099928126,0,0
2017,WI,0.100333528,0,0
2018,WI,0.097112186,0,0
2019,WI,0.100014997,0,0
2020,WI,0.098646533,0,0
2021,WI,0.099197463,0,0
2022,WI,0.098745938,0,0
2023,WI,0.098649359,0,0
2024,WI,0.098675628,0,0
2025,WI,0.098707615,0,0
2026,WI,0.098556576,0,0
2027,WI,0.098776471,0,0
2028,WI,0.098540473,0,0
2029,WI,0.098647741,0,0
2030,WI,0.098974824,0,0
2031,WI,0.099186012,0,0
2032,WI,0.099212816,0,0
2033,WI,0.099378234,0,0
2034,WI,0.099047334,0,0
2035,WI,0.098982115,0,0
2036,WI,0.099146682,0,0
2037,WI,0.098780329,0,0
2038,WI,0.098763548,0,0
2039,WI,0.098757247,0,0
2040,WI,0.098997099,0,0
2041,WI,0.098997099,0,0
2042,WI,0.098997099,0,0
2043,WI,0.098997099,0,0
2044,WI,0.098997099,0,0
2045,WI,0.098997099,0,0
2046,WI,0.098997099,0,0
2047,WI,0.098997099,0,0
2048,WI,0.098997099,0,0
2049,WI,0.098997099,0,0
2050,WI,0.098997099,0,0
